geneId	chr	strand	start	end	ensembl_gene_id	hgnc_symbol	description
ENSG00000116171.15	chr1	+	52927229	53051703	ENSG00000116171	SCP2	sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
ENSG00000116176.6	chr16	-	1221651	1225257	ENSG00000116176	TPSG1	tryptase gamma 1 [Source:HGNC Symbol;Acc:HGNC:14134]
ENSG00000116191.16	chr1	+	178725147	178921841	ENSG00000116191	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]
ENSG00000116194.11	chr1	-	178849705	178871052	ENSG00000116194	ANGPTL1	angiopoietin like 1 [Source:HGNC Symbol;Acc:HGNC:489]
ENSG00000116198.11	chr1	-	3812081	3857214	ENSG00000116198	CEP104	centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866]
ENSG00000116199.10	chr1	+	179025804	179076562	ENSG00000116199	FAM20B	family with sequence similarity 20 member B [Source:HGNC Symbol;Acc:HGNC:23017]
ENSG00000116205.9	chr1	+	54053587	54112519	ENSG00000116205	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26494]
ENSG00000116209.10	chr1	-	54026681	54053504	ENSG00000116209	TMEM59	transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239]
ENSG00000116212.13	chr1	+	53946077	53968168	ENSG00000116212	LRRC42	leucine rich repeat containing 42 [Source:HGNC Symbol;Acc:HGNC:28792]
ENSG00000116213.14	chr1	-	3630767	3652761	ENSG00000116213	WRAP73	WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]
ENSG00000116221.14	chr1	+	54184041	54225464	ENSG00000116221	MRPL37	mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]
ENSG00000116237.14	chr1	-	6221193	6235972	ENSG00000116237	ICMT	isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]
ENSG00000116251.8	chr1	-	6181269	6209389	ENSG00000116251	RPL22	ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]
ENSG00000116254.16	chr1	-	6101793	6180123	ENSG00000116254	CHD5	chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16816]
ENSG00000116260.15	chr1	+	180154834	180204030	ENSG00000116260	QSOX1	quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]
ENSG00000116266.9	chr1	+	108746674	108809526	ENSG00000116266	STXBP3	syntaxin binding protein 3 [Source:HGNC Symbol;Acc:HGNC:11446]
ENSG00000116273.5	chr1	+	6613685	6624033	ENSG00000116273	PHF13	PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]
ENSG00000116285.11	chr1	-	8004404	8026308	ENSG00000116285	ERRFI1	ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]
ENSG00000116288.11	chr1	+	7954291	7985505	ENSG00000116288	PARK7	Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]
ENSG00000116299.15	chr1	+	109113679	109206781	ENSG00000116299	KIAA1324	KIAA1324 [Source:HGNC Symbol;Acc:HGNC:29618]
ENSG00000116329.9	chr1	+	28812142	28871267	ENSG00000116329	OPRD1	opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153]
ENSG00000116337.14	chr1	+	109616104	109632051	ENSG00000116337	AMPD2	adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
ENSG00000116350.14	chr1	-	29147743	29181987	ENSG00000116350	SRSF4	serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]
ENSG00000116353.14	chr1	-	29192873	29230942	ENSG00000116353	MECR	mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691]
ENSG00000116396.12	chr1	+	110211343	110283100	ENSG00000116396	KCNC4	potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236]
ENSG00000116406.17	chr1	-	184690231	184754913	ENSG00000116406	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3 [Source:HGNC Symbol;Acc:HGNC:16787]
ENSG00000116455.12	chr1	-	111439890	111449376	ENSG00000116455	WDR77	WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]
ENSG00000116459.9	chr1	+	111448864	111462773	ENSG00000116459	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1 [Source:HGNC Symbol;Acc:HGNC:840]
ENSG00000116473.13	chr1	+	111542218	111716691	ENSG00000116473	RAP1A	RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]
ENSG00000116478.10	chr1	+	32292086	32333635	ENSG00000116478	HDAC1	histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]
ENSG00000116489.11	chr1	+	112619173	112671619	ENSG00000116489	CAPZA1	capping actin protein of muscle Z-line alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:1488]
ENSG00000116497.16	chr1	+	32816767	32858879	ENSG00000116497	S100PBP	S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768]
ENSG00000116514.15	chr1	-	32936445	32964685	ENSG00000116514	RNF19B	ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]
ENSG00000116521.9	chr1	-	155255979	155262430	ENSG00000116521	SCAMP3	secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]
ENSG00000116525.12	chr1	-	33145402	33182059	ENSG00000116525	TRIM62	tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]
ENSG00000116539.9	chr1	-	155335268	155562807	ENSG00000116539	ASH1L	ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]
ENSG00000116544.10	chr1	-	34865436	34929585	ENSG00000116544	DLGAP3	DLG associated protein 3 [Source:HGNC Symbol;Acc:HGNC:30368]
ENSG00000116560.9	chr1	-	35176378	35193148	ENSG00000116560	SFPQ	splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]
ENSG00000116574.5	chr1	+	228735077	228746669	ENSG00000116574	RHOU	ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]
ENSG00000116580.17	chr1	-	155749662	155859400	ENSG00000116580	GON4L	gon-4 like [Source:HGNC Symbol;Acc:HGNC:25973]
ENSG00000116584.16	chr1	-	155946851	156007070	ENSG00000116584	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]
ENSG00000116586.10	chr1	+	156054752	156058510	ENSG00000116586	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]
ENSG00000116604.16	chr1	-	156463727	156500828	ENSG00000116604	MEF2D	myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]
ENSG00000116641.14	chr1	-	62454728	62688368	ENSG00000116641	DOCK7	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]
ENSG00000116649.8	chr1	-	11054584	11060024	ENSG00000116649	SRM	spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]
ENSG00000116661.9	chr1	-	11648367	11655785	ENSG00000116661	FBXO2	F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]
ENSG00000116663.9	chr1	+	11664124	11674354	ENSG00000116663	FBXO6	F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]
ENSG00000116667.11	chr1	+	184387058	184629020	ENSG00000116667	C1orf21	chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:15494]
ENSG00000116668.11	chr1	+	185157080	185291765	ENSG00000116668	SWT1	SWT1, RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785]
ENSG00000116670.13	chr1	-	11674480	11691650	ENSG00000116670	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast) [Source:HGNC Symbol;Acc:HGNC:6764]
ENSG00000116675.14	chr1	+	65248219	65415869	ENSG00000116675	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]
ENSG00000116678.17	chr1	+	65420652	65641559	ENSG00000116678	LEPR	leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]
ENSG00000116679.14	chr1	-	185296388	185317329	ENSG00000116679	IVNS1ABP	influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:HGNC:16951]
ENSG00000116685.14	chr1	-	11919591	11926428	ENSG00000116685	KIAA2013	KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]
ENSG00000116688.15	chr1	+	11980181	12013514	ENSG00000116688	MFN2	mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]
ENSG00000116690.10	chr1	+	186296279	186314562	ENSG00000116690	PRG4	proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:9364]
ENSG00000116691.9	chr1	+	12019466	12032045	ENSG00000116691	MIIP	migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]
ENSG00000116698.19	chr1	+	183472216	183598246	ENSG00000116698	SMG7	SMG7, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]
ENSG00000116701.13	chr1	-	183555563	183590876	ENSG00000116701	NCF2	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]
ENSG00000116704.7	chr1	-	66999332	67054099	ENSG00000116704	SLC35D1	solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800]
ENSG00000116711.9	chr1	+	186828953	186988981	ENSG00000116711	PLA2G4A	phospholipase A2 group IVA [Source:HGNC Symbol;Acc:HGNC:9035]
ENSG00000116717.10	chr1	+	67685061	67688338	ENSG00000116717	GADD45A	growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]
ENSG00000116729.12	chr1	-	68098473	68233120	ENSG00000116729	WLS	wntless Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]
ENSG00000116731.21	chr1	+	13700198	13825079	ENSG00000116731	PRDM2	PR domain 2 [Source:HGNC Symbol;Acc:HGNC:9347]
ENSG00000116741.7	chr1	+	192809039	192812283	ENSG00000116741	RGS2	regulator of G-protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]
ENSG00000116747.11	chr1	+	193059422	193091777	ENSG00000116747	TROVE2	TROVE domain family member 2 [Source:HGNC Symbol;Acc:HGNC:11313]
ENSG00000116750.12	chr1	-	193012250	193060080	ENSG00000116750	UCHL5	ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678]
ENSG00000116752.5	chr1	-	114567557	114581639	ENSG00000116752	BCAS2	breast carcinoma amplified sequence 2 [Source:HGNC Symbol;Acc:HGNC:975]
ENSG00000116754.12	chr1	+	70205682	70253052	ENSG00000116754	SRSF11	serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]
ENSG00000116761.10	chr1	+	70411218	70439851	ENSG00000116761	CTH	cystathionine gamma-lyase [Source:HGNC Symbol;Acc:HGNC:2501]
ENSG00000116771.5	chr1	-	15572353	15585110	ENSG00000116771	AGMAT	agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]
ENSG00000116774.10	chr1	+	113979391	113982254	ENSG00000116774	OLFML3	olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]
ENSG00000116786.10	chr1	+	15684332	15734769	ENSG00000116786	PLEKHM2	pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]
ENSG00000116791.12	chr1	-	74705482	74733408	ENSG00000116791	CRYZ	crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]
ENSG00000116793.14	chr1	-	113696831	113759489	ENSG00000116793	PHTF1	putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8939]
ENSG00000116809.10	chr1	-	15941869	15976132	ENSG00000116809	ZBTB17	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]
ENSG00000116815.14	chr1	-	116514535	116571039	ENSG00000116815	CD58	CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]
ENSG00000116819.6	chr1	+	35573370	35595328	ENSG00000116819	TFAP2E	transcription factor AP-2 epsilon [Source:HGNC Symbol;Acc:HGNC:30774]
ENSG00000116824.4	chr1	+	116754385	116769228	ENSG00000116824	CD2	CD2 molecule [Source:HGNC Symbol;Acc:HGNC:1639]
ENSG00000116830.10	chr1	+	117060303	117107453	ENSG00000116830	TTF2	transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398]
ENSG00000116833.12	chr1	+	200027602	200177424	ENSG00000116833	NR5A2	nuclear receptor subfamily 5 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7984]
ENSG00000116852.13	chr1	-	200969390	201023700	ENSG00000116852	KIF21B	kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]
ENSG00000116857.15	chr1	-	201134772	201171574	ENSG00000116857	TMEM9	transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]
ENSG00000116863.10	chr1	+	36088875	36093932	ENSG00000116863	ADPRHL2	ADP-ribosylhydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:21304]
ENSG00000116871.14	chr1	+	36155579	36180849	ENSG00000116871	MAP7D1	MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]
ENSG00000116874.10	chr1	-	119031216	119140671	ENSG00000116874	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12730]
ENSG00000116883.8	chr1	+	36323734	36329221	ENSG00000116883		
ENSG00000116885.17	chr1	-	36415827	36450451	ENSG00000116885	OSCP1	organic solute carrier partner 1 [Source:HGNC Symbol;Acc:HGNC:29971]
ENSG00000116898.10	chr1	-	36455718	36464437	ENSG00000116898	MRPS15	mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]
ENSG00000116903.7	chr1	-	231332753	231337852	ENSG00000116903	EXOC8	exocyst complex component 8 [Source:HGNC Symbol;Acc:HGNC:24659]
ENSG00000116906.10	chr1	+	231241207	231277973	ENSG00000116906	GNPAT	glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]
ENSG00000116918.12	chr1	+	231528653	231566524	ENSG00000116918	TSNAX	translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380]
ENSG00000116922.13	chr1	-	37681570	37692249	ENSG00000116922	C1orf109	chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]
ENSG00000116954.7	chr1	-	38838198	38859823	ENSG00000116954	RRAGC	Ras related GTP binding C [Source:HGNC Symbol;Acc:HGNC:19902]
ENSG00000116957.11	chr1	+	235367360	235448968	ENSG00000116957	TBCE	tubulin folding cofactor E [Source:HGNC Symbol;Acc:HGNC:11582]
ENSG00000116962.13	chr1	-	235975830	236065162	ENSG00000116962	NID1	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]
ENSG00000116977.17	chr1	+	236518000	236552981	ENSG00000116977	LGALS8	galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569]
ENSG00000116984.11	chr1	+	236795281	236903981	ENSG00000116984	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]
ENSG00000116985.9	chr1	-	39757182	39788861	ENSG00000116985	BMP8B	bone morphogenetic protein 8b [Source:HGNC Symbol;Acc:HGNC:1075]
ENSG00000116990.10	chr1	-	39895426	39902256	ENSG00000116990	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog [Source:HGNC Symbol;Acc:HGNC:7555]
ENSG00000116991.9	chr1	-	232397965	232561558	ENSG00000116991	SIPA1L2	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]
ENSG00000117000.8	chr1	+	40161373	40240921	ENSG00000117000	RLF	rearranged L-myc fusion [Source:HGNC Symbol;Acc:HGNC:10025]
ENSG00000117009.10	chr1	+	241532134	241595642	ENSG00000117009	KMO	kynurenine 3-monooxygenase [Source:HGNC Symbol;Acc:HGNC:6381]
ENSG00000117010.14	chr1	+	40531561	40548169	ENSG00000117010	ZNF684	zinc finger protein 684 [Source:HGNC Symbol;Acc:HGNC:28418]
ENSG00000117013.13	chr1	+	40784012	40840452	ENSG00000117013	KCNQ4	potassium voltage-gated channel subfamily Q member 4 [Source:HGNC Symbol;Acc:HGNC:6298]
ENSG00000117016.8	chr1	-	40620679	40665657	ENSG00000117016	RIMS3	regulating synaptic membrane exocytosis 3 [Source:HGNC Symbol;Acc:HGNC:21292]
ENSG00000117020.15	chr1	-	243488233	243851079	ENSG00000117020	AKT3	AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]
ENSG00000117036.10	chr1	-	157121191	157138474	ENSG00000117036	ETV3	ETS variant 3 [Source:HGNC Symbol;Acc:HGNC:3492]
ENSG00000117054.12	chr1	+	75724347	75787575	ENSG00000117054	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain [Source:HGNC Symbol;Acc:HGNC:89]
ENSG00000117069.13	chr1	+	76867441	77065711	ENSG00000117069	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]
ENSG00000117090.13	chr1	-	160608100	160647295	ENSG00000117090	SLAMF1	signaling lymphocytic activation molecule family member 1 [Source:HGNC Symbol;Acc:HGNC:10903]
ENSG00000117091.8	chr1	-	160678746	160711851	ENSG00000117091	CD48	CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]
ENSG00000117114.18	chr1	+	81306160	81992436	ENSG00000117114	ADGRL2	adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]
ENSG00000117115.11	chr1	-	17066761	17119435	ENSG00000117115	PADI2	peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]
ENSG00000117118.8	chr1	-	17018722	17054170	ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]
ENSG00000117122.12	chr1	-	16974502	16980835	ENSG00000117122	MFAP2	microfibrillar associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]
ENSG00000117133.9	chr1	+	84479259	84497790	ENSG00000117133	RPF1	ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]
ENSG00000117139.15	chr1	-	202724491	202809470	ENSG00000117139	KDM5B	lysine demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039]
ENSG00000117143.12	chr1	+	162561506	162599842	ENSG00000117143	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457]
ENSG00000117148.7	chr1	+	17755313	17827063	ENSG00000117148	ACTL8	actin like 8 [Source:HGNC Symbol;Acc:HGNC:24018]
ENSG00000117151.11	chr1	-	84549606	84574480	ENSG00000117151	CTBS	chitobiase [Source:HGNC Symbol;Acc:HGNC:2496]
ENSG00000117152.12	chr1	+	163068775	163076802	ENSG00000117152	RGS4	regulator of G-protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]
ENSG00000117153.14	chr1	-	202891100	202928636	ENSG00000117153	KLHL12	kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360]
ENSG00000117154.10	chr1	+	18107746	18378483	ENSG00000117154	IGSF21	immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]
ENSG00000117155.15	chr1	-	84643707	84690803	ENSG00000117155	SSX2IP	SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509]
ENSG00000117174.9	chr1	-	85649423	85708433	ENSG00000117174	ZNHIT6	zinc finger HIT-type containing 6 [Source:HGNC Symbol;Acc:HGNC:26089]
ENSG00000117215.13	chr1	-	20111939	20119566	ENSG00000117215	PLA2G2D	phospholipase A2 group IID [Source:HGNC Symbol;Acc:HGNC:9033]
ENSG00000117222.12	chr1	-	205086142	205122015	ENSG00000117222	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:9888]
ENSG00000117226.10	chr1	-	89006666	89022894	ENSG00000117226	GBP3	guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]
ENSG00000117228.9	chr1	-	89052319	89065360	ENSG00000117228	GBP1	guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]
ENSG00000117242.7	chr1	-	20642657	20652193	ENSG00000117242	PINK1-AS	PINK1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:38872]
ENSG00000117245.11	chr1	-	20664014	20718017	ENSG00000117245	KIF17	kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167]
ENSG00000117262.17	chr1	+	145607990	145670648	ENSG00000117262	GPR89A	G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984]
ENSG00000117266.14	chr1	+	205504595	205532793	ENSG00000117266	CDK18	cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]
ENSG00000117280.11	chr1	-	205767986	205775460	ENSG00000117280	RAB29	RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]
ENSG00000117298.13	chr1	-	21217247	21345504	ENSG00000117298	ECE1	endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]
ENSG00000117305.13	chr1	-	23801885	23838620	ENSG00000117305	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005]
ENSG00000117308.13	chr1	-	23795599	23800804	ENSG00000117308	GALE	UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]
ENSG00000117318.8	chr1	-	23557918	23559794	ENSG00000117318	ID3	inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]
ENSG00000117322.15	chr1	+	207454230	207489895	ENSG00000117322	CR2	complement component 3d receptor 2 [Source:HGNC Symbol;Acc:HGNC:2336]
ENSG00000117335.17	chr1	+	207752057	207795513	ENSG00000117335	CD46	CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]
ENSG00000117360.11	chr1	+	150321476	150353195	ENSG00000117360	PRPF3	pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]
ENSG00000117362.11	chr1	-	150265399	150269580	ENSG00000117362	APH1A	aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]
ENSG00000117385.14	chr1	-	42746335	42767084	ENSG00000117385	P3H1	prolyl 3-hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:19316]
ENSG00000117394.18	chr1	-	42925375	42959173	ENSG00000117394	SLC2A1	solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]
ENSG00000117395.9	chr1	-	43164175	43270936	ENSG00000117395	EBNA1BP2	EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531]
ENSG00000117399.12	chr1	+	43358955	43363203	ENSG00000117399	CDC20	cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]
ENSG00000117407.15	chr1	+	43933320	43937241	ENSG00000117407	ARTN	artemin [Source:HGNC Symbol;Acc:HGNC:727]
ENSG00000117408.9	chr1	+	43946939	43968022	ENSG00000117408	IPO13	importin 13 [Source:HGNC Symbol;Acc:HGNC:16853]
ENSG00000117410.12	chr1	+	43974487	43978295	ENSG00000117410	ATP6V0B	ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]
ENSG00000117411.15	chr1	+	43978943	43991170	ENSG00000117411	B4GALT2	beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]
ENSG00000117419.13	chr1	-	44221070	44355260	ENSG00000117419	ERI3	ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]
ENSG00000117425.12	chr1	-	44819844	44843063	ENSG00000117425	PTCH2	patched 2 [Source:HGNC Symbol;Acc:HGNC:9586]
ENSG00000117448.12	chr1	+	45550543	45570049	ENSG00000117448	AKR1A1	aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380]
ENSG00000117450.12	chr1	-	45511036	45523047	ENSG00000117450	PRDX1	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]
ENSG00000117461.13	chr1	-	46040140	46133036	ENSG00000117461	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]
ENSG00000117472.8	chr1	+	46175073	46185958	ENSG00000117472	TSPAN1	tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657]
ENSG00000117475.12	chr1	+	169367970	169396540	ENSG00000117475	BLZF1	basic leucine zipper nuclear factor 1 [Source:HGNC Symbol;Acc:HGNC:1065]
ENSG00000117479.11	chr1	-	169463909	169486003	ENSG00000117479	SLC19A2	solute carrier family 19 member 2 [Source:HGNC Symbol;Acc:HGNC:10938]
ENSG00000117480.14	chr1	+	46394265	46413848	ENSG00000117480	FAAH	fatty acid amide hydrolase [Source:HGNC Symbol;Acc:HGNC:3553]
ENSG00000117481.9	chr1	+	46340177	46365152	ENSG00000117481	NSUN4	NOP2/Sun RNA methyltransferase family member 4 [Source:HGNC Symbol;Acc:HGNC:31802]
